campaign_id,promo_id,campaign_name,channel,target_segment,budget,amount_spent,impressions,clicks,conversions,start_date,end_date,status
CAM07813,PR006881,Campaign Vision-oriented cohesive tools,In-App,Student,4377513,2015666.26,301061,664,2749,2023-03-25,2023-05-21,Completed
CAM07814,PR009038,Campaign Public-key grid-enabled collab,Email,Luxury Shopper,2151277,1835714.53,100097,29645,3594,2023-08-06,2023-10-15,Active
CAM07815,PR010229,Campaign Automated systematic algorithm,Email,Family Shopper,3638938,2737894.38,954159,16585,1324,2022-10-15,2022-12-24,Completed
CAM07816,PR019906,Campaign Operative contextually-based c,Email,Student,2890564,2100822.08,829858,49510,1702,2023-04-07,2023-04-23,Completed
CAM07817,PR008221,Campaign Devolved discrete algorithm,Email,Student,2775939,2608146.05,52985,47676,2990,2023-04-30,2023-07-15,Completed
CAM07818,PR009310,Campaign Reactive next generation task-,SMS,Brand Loyalist,450022,434021.8,429944,29388,4279,2024-09-21,2024-12-18,Completed
CAM07819,PR007315,Campaign Optimized fresh-thinking inter,WhatsApp,Student,659546,348723.08,163046,12736,3232,2024-05-30,2024-07-01,Completed
CAM07820,PR018704,Campaign Customer-focused grid-enabled ,Push Notification,Seasonal Buyer,2832021,2525888.65,619643,16465,4719,2024-08-26,2024-10-24,Completed
CAM07821,PR006982,Campaign Reverse-engineered maximized e,In-App,Student,1903532,1317459.88,353755,37516,1071,2022-10-03,2022-11-09,Completed
CAM07822,PR001948,Campaign Self-enabling even-keeled func,SMS,Fashion Enthusiast,2388675,1121702.74,945695,35665,3273,2022-12-24,2023-01-10,Completed
CAM07823,PR007148,Campaign Monitored human-resource throu,In-App,Budget Shopper,1803048,1095058.38,612034,48181,4961,2023-08-25,2023-11-20,Completed
CAM07824,PR004349,Campaign Enterprise-wide even-keeled ti,WhatsApp,Budget Shopper,1200699,1032081.56,981596,16733,1806,2024-12-13,2025-03-07,Completed
CAM07825,PR015031,Campaign Versatile tangible open system,In-App,Brand Loyalist,3278200,1834515.19,66538,36328,2703,2023-03-12,2023-05-31,Completed
CAM07826,PR010920,Campaign Synchronized demand-driven hub,Email,Student,1230790,1006657.19,341691,23522,1503,2024-12-04,2024-12-18,Active
CAM07827,PR006223,Campaign Grass-roots grid-enabled artif,SMS,Budget Shopper,4910527,4684128.2,962595,354,1532,2022-06-06,2022-08-15,Completed
CAM07828,PR010305,Campaign Exclusive clear-thinking metho,Push Notification,Fashion Enthusiast,2573870,1131489.86,729159,27160,3071,2022-03-12,2022-04-16,Active
CAM07829,PR012745,Campaign Object-based static policy,Push Notification,Luxury Shopper,845452,802477.54,560785,911,2127,2023-03-24,2023-04-17,Active
CAM07830,PR003834,Campaign Virtual non-volatile service-d,In-App,Impulse Buyer,918435,833753.66,970387,1826,4522,2023-08-03,2023-08-22,Completed
CAM07831,PR013336,Campaign Expanded zero tolerance secure,WhatsApp,Family Shopper,4207852,3245075.49,406072,22231,1044,2023-01-26,2023-02-04,Completed
CAM07832,PR015473,Campaign Multi-tiered incremental chall,SMS,Brand Loyalist,1372645,792502.89,132107,49195,1729,2024-11-14,2025-01-10,Completed
CAM07833,PR013162,Campaign Public-key bandwidth-monitored,SMS,Seasonal Buyer,3541555,1877308.3,671040,40891,1577,2023-05-17,2023-07-11,Active
CAM07834,PR009045,Campaign Triple-buffered intermediate t,Email,Impulse Buyer,2961953,1233566.1,298953,30332,836,2023-01-23,2023-02-26,Completed
CAM07835,PR017631,Campaign Right-sized heuristic capabili,Email,Impulse Buyer,968682,909315.14,472874,23355,3039,2023-04-24,2023-07-04,Completed
CAM07836,PR007422,Campaign Multi-layered system-worthy ap,In-App,Brand Loyalist,1023049,954354.81,627513,44488,1324,2024-10-10,2024-12-17,Completed
CAM07837,PR003255,Campaign Horizontal context-sensitive I,Push Notification,Seasonal Buyer,2485285,1947829.94,498693,27764,2608,2024-06-09,2024-07-05,Completed
CAM07838,PR001156,Campaign Managed dynamic knowledgebase,In-App,Working Professional,4260585,3841079.21,179252,20167,3530,2024-05-30,2024-07-15,Completed
CAM07839,PR003568,Campaign Streamlined asynchronous utili,In-App,Family Shopper,3655377,1663742.49,701648,45248,3544,2024-07-06,2024-07-30,Completed
CAM07840,PR011668,Campaign Visionary intangible encryptio,SMS,Impulse Buyer,4591198,2113090.64,451269,40900,856,2022-12-02,2023-02-28,Completed
CAM07841,PR014308,Campaign Managed zero administration po,SMS,Working Professional,550721,237944.61,191467,23474,3833,2024-03-31,2024-04-15,Completed
CAM07842,PR006742,Campaign Adaptive uniform structure,WhatsApp,Impulse Buyer,2308386,2056113.18,946509,41774,4199,2023-03-17,2023-05-13,Active
CAM07843,PR006833,Campaign Up-sized dynamic product,In-App,Impulse Buyer,2558525,1507867.81,511917,9942,4205,2022-01-25,2022-03-03,Active
CAM07844,PR014214,Campaign Adaptive dynamic alliance,In-App,Luxury Shopper,1175970,933314.94,532354,46238,4164,2023-06-17,2023-06-27,Paused
CAM07845,PR003595,Campaign Multi-layered dynamic encoding,SMS,Fashion Enthusiast,837741,716258.08,204194,17810,3672,2024-05-07,2024-06-26,Active
CAM07846,PR017887,Campaign Optimized mobile archive,WhatsApp,Working Professional,2321554,1072869.25,106630,6445,4030,2024-06-30,2024-09-19,Completed
CAM07847,PR016847,Campaign Innovative exuding solution,In-App,Luxury Shopper,4950689,4237864.64,277821,12589,1086,2022-09-29,2022-10-14,Paused
CAM07848,PR001995,Campaign Fundamental high-level portal,Email,Fashion Enthusiast,964992,479501.65,146307,32206,2691,2024-01-07,2024-01-22,Completed
CAM07849,PR018063,Campaign Function-based 5thgeneration p,In-App,Brand Loyalist,3995802,2084179.46,653964,49098,3697,2024-10-14,2024-12-20,Completed
CAM07850,PR000798,Campaign Reactive secondary system engi,WhatsApp,Budget Shopper,4805055,4680683.09,966377,27250,3305,2022-11-16,2022-12-28,Active
CAM07851,PR005877,Campaign Mandatory explicit process imp,In-App,Budget Shopper,4310850,3361362.77,492047,4377,4491,2022-06-01,2022-06-28,Completed
CAM07852,PR012462,Campaign Monitored attitude-oriented co,In-App,Working Professional,84245,40531.91,82296,3638,2843,2023-08-04,2023-09-10,Completed
CAM07853,PR006015,Campaign Configurable maximized flexibi,In-App,Brand Loyalist,730674,612470.71,43312,3552,1903,2023-12-30,2024-01-28,Completed
CAM07854,PR017950,Campaign Synergistic intangible methodo,SMS,Impulse Buyer,4199703,1985982.11,642204,28898,2469,2022-03-26,2022-04-08,Completed
CAM07855,PR004527,Campaign Digitized upward-trending chal,In-App,Student,2836469,1542442.86,785915,9302,1284,2023-09-09,2023-10-23,Completed
CAM07856,PR015751,Campaign User-centric client-driven pro,Email,Budget Shopper,1688753,1479303.31,503161,8213,4907,2024-05-22,2024-07-21,Completed
CAM07857,PR004695,Campaign Mandatory holistic website,Push Notification,Budget Shopper,4295201,1920913.02,240839,41459,323,2023-09-03,2023-11-14,Completed
CAM07858,PR015932,Campaign Down-sized local orchestration,SMS,Seasonal Buyer,4921288,1999906.36,788964,11958,4827,2023-09-14,2023-11-14,Active
CAM07859,PR014740,Campaign Re-contextualized zero toleran,In-App,Seasonal Buyer,4852372,3936807.14,911067,35998,4091,2023-08-28,2023-09-15,Active
CAM07860,PR002534,Campaign Cross-group bifurcated initiat,Email,Fashion Enthusiast,3404270,2629375.57,276526,30618,836,2023-01-17,2023-03-09,Completed
CAM07861,PR001720,Campaign Extended client-server focus g,SMS,Brand Loyalist,237654,143240.28,687819,31675,2911,2024-11-13,2024-11-20,Completed
CAM07862,PR007428,Campaign Re-engineered uniform migratio,WhatsApp,Luxury Shopper,1966010,1458917.62,43319,29284,4796,2023-02-28,2023-03-31,Completed
CAM07863,PR011472,Campaign Team-oriented 24/7 architectur,Push Notification,Student,283677,149261.58,124768,2200,4411,2023-02-03,2023-03-08,Completed
CAM07864,PR013649,Campaign Centralized contextually-based,Email,Student,571943,384984.86,983471,1973,4892,2022-05-25,2022-06-07,Completed
CAM07865,PR010415,Campaign Vision-oriented modular portal,WhatsApp,Student,859254,773098.33,707738,39631,3388,2023-04-16,2023-07-06,Completed
CAM07866,PR015661,Campaign Intuitive 24/7 archive,WhatsApp,Frequent Buyer,2908325,1655576.08,594281,39145,2054,2024-05-23,2024-07-10,Completed
CAM07867,PR017307,Campaign Phased homogeneous task-force,In-App,Budget Shopper,3986438,3525211.32,553611,38984,1208,2024-03-26,2024-05-25,Completed
CAM07868,PR000280,Campaign Operative client-driven frame,Email,Seasonal Buyer,815053,616177.57,179051,25327,1189,2022-07-13,2022-09-06,Completed
CAM07869,PR001030,Campaign Multi-channeled solution-orien,In-App,Impulse Buyer,3544080,3002527.51,285218,24224,3927,2023-11-03,2023-11-27,Active
CAM07870,PR005876,Campaign Sharable 4thgeneration knowled,In-App,Working Professional,804941,621256.63,940724,20578,1004,2022-02-04,2022-04-30,Completed
CAM07871,PR013679,Campaign Cross-platform transitional Gr,In-App,Seasonal Buyer,2895502,1185002.08,611369,39862,1218,2022-08-10,2022-10-08,Completed
CAM07872,PR015236,Campaign Cloned modular website,In-App,Working Professional,1959935,1496809.58,867751,10007,572,2022-01-28,2022-03-08,Paused
CAM07873,PR001674,Campaign Total demand-driven infrastruc,Push Notification,Budget Shopper,1898428,1643277.22,38488,26784,3587,2022-01-08,2022-03-26,Active
CAM07874,PR011767,Campaign Customizable leadingedge porta,In-App,Student,4761651,2594283.43,859347,36680,340,2024-10-27,2025-01-17,Completed
CAM07875,PR007482,Campaign Function-based optimizing mode,In-App,Working Professional,1660783,880250.42,564987,25887,97,2022-11-30,2022-12-22,Active
CAM07876,PR013993,Campaign Multi-channeled grid-enabled G,Email,Budget Shopper,4691325,3476337.77,482851,44720,4563,2023-03-25,2023-05-30,Completed
CAM07877,PR012633,Campaign Cross-platform methodical extr,SMS,Working Professional,776167,497499.75,612292,8295,3036,2023-04-29,2023-06-06,Active
CAM07878,PR018515,Campaign Future-proofed high-level syne,Email,Luxury Shopper,2478289,1686227.39,792778,41489,764,2022-09-27,2022-10-27,Completed
CAM07879,PR016623,Campaign Secured disintermediate functi,In-App,Budget Shopper,113026,63679.5,203711,33654,2071,2024-04-12,2024-05-14,Active
CAM07880,PR011100,Campaign Monitored clear-thinking hub,In-App,Impulse Buyer,548228,488441.75,347997,47639,4283,2024-12-07,2025-01-04,Completed
CAM07881,PR012000,Campaign Realigned analyzing leverage,WhatsApp,Luxury Shopper,4997739,2830220.1,14238,22866,2596,2022-01-11,2022-03-25,Completed
CAM07882,PR011004,Campaign Progressive web-enabled neural,In-App,Fashion Enthusiast,2505371,1511534.32,281975,45570,4672,2024-11-13,2025-01-13,Completed
CAM07883,PR010699,Campaign Operative methodical product,SMS,Budget Shopper,4116210,1846810.83,18416,21588,1489,2024-08-23,2024-09-20,Completed
CAM07884,PR013924,Campaign Fundamental directional frame,SMS,Impulse Buyer,4579781,1871960.18,245264,42581,2876,2022-10-03,2022-10-12,Active
CAM07885,PR003084,Campaign Robust foreground projection,SMS,Brand Loyalist,4408884,3014631.09,261793,45378,2741,2024-07-14,2024-09-22,Completed
CAM07886,PR013362,Campaign Ergonomic neutral algorithm,In-App,Fashion Enthusiast,1039035,879711.09,690115,27079,1116,2023-10-14,2024-01-02,Active
CAM07887,PR010119,Campaign Customizable logistical standa,WhatsApp,Working Professional,2634588,2374631.21,818104,11710,794,2023-06-26,2023-07-15,Completed
CAM07888,PR006374,Campaign Enhanced regional open system,WhatsApp,Frequent Buyer,3689092,2953067.08,565104,2386,3690,2022-03-28,2022-04-19,Completed
CAM07889,PR010367,Campaign Compatible leadingedge attitud,WhatsApp,Fashion Enthusiast,897065,521942.37,800521,3016,23,2022-08-01,2022-10-12,Active
CAM07890,PR009626,Campaign Diverse dynamic access,SMS,Frequent Buyer,1430476,1374528.84,560508,35638,4581,2022-03-08,2022-03-22,Active
CAM07891,PR005910,Campaign Multi-tiered actuating encrypt,WhatsApp,Fashion Enthusiast,2184918,1866786.01,853675,9083,3955,2022-12-13,2023-03-05,Completed
CAM07892,PR002623,Campaign Future-proofed optimal databas,SMS,Fashion Enthusiast,1399106,1204897.49,410812,19474,906,2023-01-14,2023-01-27,Completed
CAM07893,PR007232,Campaign Polarized 24/7 neural-net,WhatsApp,Working Professional,225923,224781.69,48383,4304,490,2024-09-24,2024-10-26,Paused
CAM07894,PR000844,Campaign Profit-focused 24/7 project,In-App,Seasonal Buyer,3479524,2297247.85,162046,16716,3870,2024-02-26,2024-03-06,Active
CAM07895,PR000310,Campaign Multi-layered discrete array,WhatsApp,Family Shopper,935031,579388.54,678885,11914,49,2022-08-30,2022-10-01,Completed
CAM07896,PR007283,Campaign Function-based methodical mora,WhatsApp,Brand Loyalist,2491760,1099686.36,239080,39938,1436,2023-05-09,2023-07-06,Completed
CAM07897,PR014771,Campaign Diverse intangible hardware,Push Notification,Luxury Shopper,2261392,1371010.09,367268,43844,802,2024-03-29,2024-06-22,Completed
CAM07898,PR005604,Campaign Adaptive responsive superstruc,Push Notification,Frequent Buyer,369351,156754.37,903157,4369,4721,2023-04-06,2023-04-24,Active
CAM07899,PR004154,Campaign Profound actuating algorithm,In-App,Brand Loyalist,3055412,1342243.25,493937,46506,946,2024-01-18,2024-04-07,Active
CAM07900,PR017474,Campaign Cross-group mission-critical h,WhatsApp,Brand Loyalist,470123,384937.79,445390,14281,4010,2022-03-30,2022-05-09,Completed
CAM07901,PR009377,Campaign Open-architected national mode,In-App,Working Professional,3456422,3148433.97,926060,42755,1545,2023-02-08,2023-05-06,Active
CAM07902,PR014574,Campaign Cross-group bottom-line data-w,In-App,Seasonal Buyer,604907,276584.3,77726,31958,4281,2022-09-01,2022-11-02,Active
CAM07903,PR016422,Campaign Expanded mission-critical adap,In-App,Luxury Shopper,1967051,1541594.11,173419,23540,1963,2022-08-18,2022-09-28,Completed
CAM07904,PR002035,Campaign Up-sized non-volatile synergy,WhatsApp,Brand Loyalist,2067319,1892734.46,889855,24762,3376,2023-03-05,2023-05-13,Completed
CAM07905,PR007224,Campaign Cross-platform heuristic hardw,Push Notification,Frequent Buyer,1806853,1355739.94,733173,41923,849,2024-08-11,2024-09-08,Completed
CAM07906,PR006340,Campaign Ameliorated 24/7 time-frame,Push Notification,Budget Shopper,3284210,2962493.94,685627,9978,2127,2023-08-26,2023-11-06,Completed
CAM07907,PR014585,Campaign Inverse user-facing emulation,In-App,Seasonal Buyer,4520689,1828634.69,984852,30634,1477,2024-06-11,2024-08-22,Completed
CAM07908,PR007119,Campaign Balanced discrete knowledgebas,Push Notification,Impulse Buyer,3998385,2359678.37,926632,1824,3921,2023-01-22,2023-03-17,Completed
CAM07909,PR015884,Campaign Customizable needs-based forec,In-App,Working Professional,253193,241344.68,481993,30561,1017,2023-11-06,2024-01-28,Completed
CAM07910,PR013209,Campaign Devolved tangible pricing stru,Push Notification,Fashion Enthusiast,2731573,1924695.07,48844,11423,4577,2022-02-04,2022-03-22,Completed
CAM07911,PR000951,Campaign Business-focused zero toleranc,Email,Fashion Enthusiast,3936302,2198629.7,428277,31777,4341,2023-01-06,2023-01-18,Active
CAM07912,PR002318,Campaign Reduced scalable methodology,WhatsApp,Impulse Buyer,3311090,2970348.16,256348,32298,4508,2024-04-07,2024-06-17,Paused
CAM07913,PR007491,Campaign Diverse didactic matrix,Push Notification,Seasonal Buyer,4795111,3480708.61,867768,35611,4405,2024-04-17,2024-07-16,Completed
CAM07914,PR014829,Campaign Compatible full-range extranet,SMS,Impulse Buyer,609121,397646.94,352922,21848,1462,2024-02-26,2024-03-15,Completed
CAM07915,PR016970,Campaign Organized local attitude,SMS,Fashion Enthusiast,1957824,1933807.87,235824,11463,3302,2022-08-02,2022-08-14,Completed
CAM07916,PR017225,Campaign Optimized object-oriented inst,Email,Seasonal Buyer,1149462,1057332.3,494160,36103,752,2023-07-22,2023-08-26,Completed
CAM07917,PR003542,Campaign Function-based explicit Local ,In-App,Impulse Buyer,3668122,1675299.82,782145,12176,2180,2024-08-20,2024-10-20,Completed
CAM07918,PR009632,Campaign Profit-focused multimedia secu,Email,Impulse Buyer,2104969,1158315.49,965725,10957,2078,2024-07-13,2024-10-02,Completed
CAM07919,PR015933,Campaign User-centric dedicated success,Email,Luxury Shopper,4003260,3351641.81,131120,34238,4917,2023-09-13,2023-11-21,Completed
CAM07920,PR018050,Campaign Optimized regional concept,In-App,Family Shopper,357794,170618.38,505714,7782,862,2023-06-11,2023-07-11,Completed
CAM07921,PR003092,Campaign Programmable stable toolset,Push Notification,Budget Shopper,2456606,2095746.44,80500,1676,1981,2023-11-12,2024-01-23,Completed
CAM07922,PR002355,Campaign Stand-alone zero administratio,WhatsApp,Working Professional,4581517,4488774.54,517750,5314,2458,2022-05-28,2022-08-21,Active
CAM07923,PR016534,Campaign Diverse regional emulation,WhatsApp,Frequent Buyer,2685863,1931781.07,619195,26582,517,2024-07-17,2024-08-21,Active
CAM07924,PR010768,Campaign Switchable methodical array,Email,Student,3144741,2794038.31,138913,9385,809,2022-05-16,2022-05-24,Completed
CAM07925,PR003528,Campaign Optimized modular moratorium,SMS,Budget Shopper,3717359,2958335.31,35242,31274,2165,2024-02-06,2024-03-09,Active
CAM07926,PR008867,Campaign Re-engineered bottom-line hier,Email,Impulse Buyer,4167559,2364110.5,555467,14664,14,2022-08-27,2022-09-13,Active
CAM07927,PR014503,Campaign Ergonomic dynamic knowledge us,In-App,Impulse Buyer,3007334,1953972.27,622567,13789,163,2022-08-27,2022-10-13,Completed
CAM07928,PR000861,Campaign Seamless optimizing function,Push Notification,Fashion Enthusiast,1189637,902435.19,984108,32398,3873,2023-05-20,2023-07-03,Completed
CAM07929,PR012826,Campaign Re-contextualized responsive p,WhatsApp,Fashion Enthusiast,4435286,2894535.17,586542,2685,3879,2024-05-10,2024-06-24,Active
CAM07930,PR008511,Campaign Pre-emptive upward-trending pr,SMS,Seasonal Buyer,1405937,868127.49,637820,46375,2198,2023-11-17,2023-12-12,Completed
CAM07931,PR002395,Campaign Secured maximized access,In-App,Family Shopper,3297836,1817370.55,263286,16814,4582,2024-03-09,2024-04-04,Active
CAM07932,PR009478,Campaign Balanced tertiary model,In-App,Luxury Shopper,778159,763628.28,187668,15657,2585,2023-02-09,2023-02-28,Completed
CAM07933,PR018998,Campaign Operative 6thgeneration interf,Push Notification,Fashion Enthusiast,530687,253296.59,252935,9226,3409,2022-11-09,2022-12-18,Completed
CAM07934,PR014996,Campaign Ameliorated background time-fr,Push Notification,Luxury Shopper,4464805,2841749.58,880775,43133,1429,2022-08-01,2022-09-27,Completed
CAM07935,PR004659,Campaign Business-focused national task,SMS,Fashion Enthusiast,2596497,1141899.8,189747,11586,2831,2022-05-15,2022-06-11,Completed
CAM07936,PR006554,Campaign Implemented methodical array,WhatsApp,Family Shopper,595849,509544.86,295768,22947,4591,2024-02-29,2024-05-27,Completed
CAM07937,PR001278,Campaign Seamless uniform initiative,Push Notification,Working Professional,1036101,615810.69,340188,35383,729,2023-08-09,2023-08-23,Active
CAM07938,PR007640,Campaign Object-based discrete portal,WhatsApp,Fashion Enthusiast,1663605,946773.18,700182,44334,4965,2022-12-23,2023-03-04,Completed
CAM07939,PR011227,Campaign Versatile reciprocal standardi,SMS,Student,1572824,1443902.46,697692,33225,4894,2022-04-30,2022-07-29,Completed
CAM07940,PR008545,Campaign Operative 3rdgeneration encryp,In-App,Working Professional,4319732,3085415.27,811267,3524,2005,2023-04-30,2023-07-15,Completed
CAM07941,PR019272,Campaign Operative executive product,Push Notification,Impulse Buyer,2613982,1102124.89,79796,9776,1119,2023-10-21,2023-12-14,Completed
CAM07942,PR007108,Campaign Robust multimedia function,Push Notification,Fashion Enthusiast,3289306,2788328.83,776968,27938,2835,2023-12-26,2024-03-21,Active
CAM07943,PR014837,Campaign User-friendly web-enabled init,Push Notification,Family Shopper,2169192,1386263.05,994528,30192,2623,2022-03-10,2022-04-02,Completed
CAM07944,PR004354,Campaign Distributed 3rdgeneration circ,Email,Working Professional,4922298,2532642.44,480997,44026,2568,2023-07-03,2023-08-13,Active
CAM07945,PR011616,Campaign Triple-buffered modular interf,SMS,Brand Loyalist,3484525,2369425.17,215916,17599,3560,2024-12-05,2025-01-23,Completed
CAM07946,PR007911,Campaign Mandatory needs-based Internet,In-App,Student,163941,119961.94,617666,43679,4816,2024-05-02,2024-07-28,Completed
CAM07947,PR010651,Campaign Managed next generation system,Email,Family Shopper,2401026,1188241.95,733347,28592,1436,2022-03-28,2022-05-13,Paused
CAM07948,PR017666,Campaign Compatible motivating benchmar,SMS,Family Shopper,2338491,1375408.43,425485,31735,4891,2023-10-29,2023-12-07,Completed
CAM07949,PR017369,Campaign Public-key logistical architec,In-App,Seasonal Buyer,1152073,473370.89,118708,25751,3021,2024-11-18,2025-01-04,Paused
CAM07950,PR003132,Campaign Function-based disintermediate,Push Notification,Impulse Buyer,1770699,1456405.78,685155,4570,4360,2022-01-20,2022-02-04,Paused
CAM07951,PR001102,Campaign Up-sized user-facing budgetary,SMS,Brand Loyalist,4354905,2643474.65,864503,49778,4141,2022-08-06,2022-10-08,Completed
CAM07952,PR018673,Campaign Reverse-engineered exuding pri,WhatsApp,Budget Shopper,4726068,3426515.66,282131,21414,2221,2024-10-31,2024-12-19,Active
CAM07953,PR000210,Campaign Cross-group modular interface,SMS,Student,4572056,2865759.39,571261,851,4493,2024-01-18,2024-02-12,Completed
CAM07954,PR001845,Campaign Up-sized 6thgeneration encodin,WhatsApp,Frequent Buyer,4995413,2970223.14,466133,21456,2040,2024-01-08,2024-02-12,Completed
CAM07955,PR007902,Campaign Persevering mobile access,Push Notification,Frequent Buyer,486585,331175.72,542758,48226,63,2023-06-29,2023-09-13,Paused
CAM07956,PR003065,Campaign Multi-lateral composite allian,In-App,Frequent Buyer,4898802,4403444.17,327452,11921,996,2022-10-18,2023-01-02,Active
CAM07957,PR017544,Campaign Synergized global moderator,Email,Brand Loyalist,2762624,1294451.7,179571,39317,4621,2024-06-17,2024-07-07,Completed
CAM07958,PR005990,Campaign Extended attitude-oriented sta,Push Notification,Luxury Shopper,187513,130825.58,693215,13445,2991,2024-03-21,2024-06-01,Completed
CAM07959,PR002187,Campaign Synchronized eco-centric array,Push Notification,Brand Loyalist,2745804,2511553.99,271542,38792,1449,2022-08-24,2022-11-13,Paused
CAM07960,PR000120,Campaign Proactive explicit middleware,Push Notification,Impulse Buyer,1503113,895494.86,744525,20684,96,2023-10-18,2023-11-04,Paused
CAM07961,PR007930,Campaign Up-sized system-worthy challen,SMS,Family Shopper,3541717,3512937.82,731999,11313,1585,2022-12-19,2023-01-01,Completed
CAM07962,PR010870,Campaign Progressive bifurcated project,Email,Fashion Enthusiast,2360107,1495324.5,97941,35728,2356,2023-03-07,2023-05-11,Completed
CAM07963,PR013606,Campaign Face-to-face exuding secured l,Email,Family Shopper,4921682,4773925.54,493136,23886,3686,2022-11-05,2022-11-14,Completed
CAM07964,PR004508,Campaign Virtual hybrid benchmark,Push Notification,Fashion Enthusiast,2482749,2398643.44,882892,49934,1676,2023-09-15,2023-10-12,Completed
CAM07965,PR001194,Campaign Reactive logistical capability,Push Notification,Frequent Buyer,4848635,4510065.64,256535,6671,2859,2024-07-09,2024-07-21,Completed
CAM07966,PR008028,Campaign Compatible bottom-line data-wa,Email,Seasonal Buyer,1803146,1065070.58,387363,42582,1671,2023-05-17,2023-07-14,Completed
CAM07967,PR005936,Campaign Distributed optimal Graphic In,Email,Budget Shopper,274382,128433.53,912029,39604,1248,2023-06-16,2023-08-29,Active
CAM07968,PR012118,Campaign Advanced composite installatio,SMS,Family Shopper,94935,60098.26,39593,21448,304,2024-03-11,2024-05-29,Completed
CAM07969,PR007808,Campaign Multi-channeled fault-tolerant,SMS,Luxury Shopper,4792340,4235619.19,103538,16426,1244,2022-06-28,2022-09-02,Completed
CAM07970,PR019655,Campaign Integrated bottom-line conting,Push Notification,Fashion Enthusiast,2044111,1011047.93,912037,39861,4482,2023-04-01,2023-04-08,Completed
CAM07971,PR008836,Campaign Switchable scalable architectu,Push Notification,Brand Loyalist,4718687,3533931.12,58573,43448,3305,2022-06-06,2022-08-10,Active
CAM07972,PR018697,Campaign Extended exuding matrices,Push Notification,Luxury Shopper,2700522,1428863.14,921426,16098,1015,2023-03-31,2023-04-13,Paused
CAM07973,PR011561,Campaign Exclusive zero tolerance tools,Email,Impulse Buyer,4312932,2284765.56,264689,24176,1169,2023-04-29,2023-06-11,Completed
CAM07974,PR004213,Campaign Re-engineered actuating archit,Push Notification,Seasonal Buyer,4961466,4523923.18,329139,26657,88,2024-11-08,2025-01-23,Completed
CAM07975,PR018074,Campaign Re-contextualized national har,Email,Frequent Buyer,1055640,527421.93,704041,21531,4157,2022-06-13,2022-07-29,Completed
CAM07976,PR002648,Campaign Versatile methodical instructi,WhatsApp,Impulse Buyer,1701084,1481449.38,316332,8415,3956,2023-04-19,2023-07-11,Paused
CAM07977,PR018651,Campaign User-centric motivating algori,In-App,Family Shopper,995578,917253.68,468678,22737,283,2023-02-28,2023-04-27,Completed
CAM07978,PR018042,Campaign Balanced 5thgeneration attitud,Email,Seasonal Buyer,3798163,3374505.41,214962,45284,3799,2024-04-11,2024-07-07,Completed
CAM07979,PR000268,Campaign Switchable incremental conting,SMS,Impulse Buyer,4477924,4039493.72,627843,42310,1826,2024-05-08,2024-07-17,Active
CAM07980,PR016470,Campaign Fully-configurable composite s,WhatsApp,Seasonal Buyer,397580,240943.64,175849,3195,1854,2022-09-20,2022-09-27,Paused
CAM07981,PR014410,Campaign Focused demand-driven customer,Email,Working Professional,131152,79549.4,727804,26958,1866,2024-05-01,2024-07-15,Active
CAM07982,PR005203,Campaign Diverse bandwidth-monitored im,SMS,Family Shopper,3010263,2849147.3,451231,3093,2012,2023-03-16,2023-04-01,Active
CAM07983,PR019274,Campaign Progressive bottom-line firmwa,In-App,Fashion Enthusiast,4939214,4655341.63,374423,33459,1302,2022-11-26,2022-12-21,Completed
CAM07984,PR005463,Campaign Function-based optimizing Grap,SMS,Brand Loyalist,4406976,2221157.24,922981,1918,4304,2023-10-09,2023-11-28,Completed
CAM07985,PR001982,Campaign Fully-configurable uniform hel,In-App,Student,707984,512991.77,623130,36855,2423,2023-11-22,2024-01-06,Paused
CAM07986,PR007920,Campaign Cross-group national secured l,In-App,Luxury Shopper,4827210,3919348.5,827888,20499,633,2023-02-13,2023-03-23,Completed
CAM07987,PR013030,Campaign Operative upward-trending soft,In-App,Student,1740551,792484.65,507294,8588,1664,2024-03-19,2024-04-17,Completed
CAM07988,PR011092,Campaign Networked secondary monitoring,SMS,Fashion Enthusiast,1537890,843293.16,27790,2257,4869,2023-06-19,2023-09-08,Paused
CAM07989,PR006595,Campaign Distributed global matrix,Email,Working Professional,1901635,1463859.98,220018,3872,1455,2024-10-02,2024-11-19,Completed
CAM07990,PR015716,Campaign Distributed context-sensitive ,Email,Working Professional,541766,235162.57,117095,42010,22,2024-01-03,2024-03-25,Active
CAM07991,PR015288,Campaign Profound real-time budgetary m,WhatsApp,Working Professional,1000756,937968.81,704602,34917,1045,2023-12-28,2024-02-05,Completed
CAM07992,PR018696,Campaign Balanced 4thgeneration analyze,Push Notification,Seasonal Buyer,1055244,843295.24,429948,15568,4056,2024-12-13,2025-03-12,Completed
CAM07993,PR013857,Campaign Operative hybrid algorithm,WhatsApp,Working Professional,4313864,4112014.69,51856,44122,4528,2024-01-17,2024-04-04,Completed
CAM07994,PR009293,Campaign De-engineered local circuit,Email,Student,4585590,1963384.84,297448,12696,3102,2022-04-05,2022-04-29,Completed
CAM07995,PR010617,Campaign Organic attitude-oriented data,In-App,Seasonal Buyer,4317271,2131797.87,3562,15181,2814,2022-12-05,2023-01-04,Completed
CAM07996,PR019016,Campaign Grass-roots impactful hub,Email,Luxury Shopper,2539609,2119864.64,966781,19416,1452,2023-07-22,2023-10-10,Completed
